"","X354","X616","X634","X711","X637","X627","X628","X624","X501","X340","X629","X631","X353","X351","X630","X302","X332","X341","X406","X322","X317","X636","X635","X674","X626","X673","X675","X632","X671","X670","X641","X306","X659","X668","X667"
"26/01/2022 00:00",307,1107,249,410,989,458,342,332,793,651,1471,159,1049,789,1565,1523,221,881,167,12,32,291,1433,1356,195,1286,101,271,1599,1573,1680,1646,418,1054,1097
"26/01/2022 01:00",121,638,163,364,722,263,191,189,539,430,980,90,680,473,948,834,132,487,95,10,15,172,735,681,77,632,42,108,763,767,818,949,169,620,671
"26/01/2022 02:00",126,555,174,291,639,229,203,157,447,389,749,88,567,437,712,666,85,454,59,2,7,124,575,542,109,506,22,94,623,577,595,697,99,485,556
"26/01/2022 03:00",115,708,262,396,828,345,248,270,687,558,920,71,784,505,935,807,67,459,43,2,3,190,718,683,143,615,35,112,718,649,639,822,96,564,591
"26/01/2022 04:00",230,1317,538,849,1468,733,490,519,1234,1019,1660,141,1528,1000,1664,1441,161,776,115,8,16,406,1251,1231,345,1067,75,287,1371,1292,1278,1856,113,1324,1459
"26/01/2022 05:00",640,3798,1311,1987,3499,2014,1078,1462,3003,2034,4647,376,3697,2771,4812,4551,704,2149,329,34,52,1429,3897,3699,1226,3154,312,1006,3977,3948,3767,5144,365,3585,3729
"26/01/2022 06:00",1191,8088,2238,2774,6667,3695,1991,2585,5629,3894,9812,743,7053,5806,10602,10281,2008,5193,809,114,203,3222,8856,8467,2291,7193,676,2163,8816,8557,7832,9444,663,6556,6595
"26/01/2022 07:00",1726,11105,2733,3088,9140,5110,2226,3170,6634,5046,13567,1455,9254,8498,15439,15125,3178,8848,1876,320,343,4990,13270,12295,3054,10848,1350,3625,13468,13163,12483,13143,1704,9274,9538
"26/01/2022 08:00",1833,11311,2316,2729,8123,4892,2259,2554,6034,4780,14078,1578,8409,8223,15493,15600,3858,10629,2033,705,696,4997,14006,12877,2442,12002,1478,3733,14978,14873,13619,13137,2296,9155,9596
"26/01/2022 09:00",1435,9219,1649,2118,5684,3246,1841,1995,4634,3926,11861,1281,6023,6027,12836,12821,3059,8094,1497,632,712,3540,11249,10515,1882,9760,1243,2827,11862,11737,11327,10606,904,7372,7882
"26/01/2022 10:00",1505,8251,1333,1709,4813,2711,1612,1570,3746,3887,10997,1147,5195,5144,11519,11485,2756,7203,1447,550,534,2940,9902,9342,1731,8766,1047,2373,10347,10181,9849,9368,1852,6649,7227
"26/01/2022 11:00",1680,8474,1335,1929,4767,2837,1694,1511,3813,3732,11373,1354,5293,5123,12004,12147,2728,7385,1593,601,577,3116,10380,9651,1926,9012,1133,2764,10779,10489,9951,9442,2108,6726,7473
"26/01/2022 12:00",1885,8696,1358,1968,5021,2940,1666,1508,3840,3971,11677,1618,5491,5326,12211,12441,3195,7813,1701,652,657,3201,10632,9886,2225,9452,1380,3063,11362,11183,10546,9479,2527,6777,7691
"26/01/2022 13:00",1972,8935,1438,2214,5448,3098,1727,1692,4158,4330,12220,1548,5761,5574,12537,12606,3103,8305,1754,700,672,3300,10855,9982,2241,9420,1190,3040,11683,11340,10860,9764,2308,7367,8001
"26/01/2022 14:00",2074,9768,1964,2006,6739,3781,1901,1994,4810,4743,13333,1670,7386,6944,14302,13946,3329,8915,1969,677,684,3935,12117,11035,2447,10359,1322,3214,12743,12260,11764,10836,2321,8098,8992
"26/01/2022 15:00",2305,11737,2793,1581,8883,5067,2378,2992,6758,5408,15570,1820,9755,8463,16309,16496,4240,10518,2161,828,810,4991,14280,13056,3055,12177,1438,3954,15131,14767,13868,12984,2698,9659,10753
"26/01/2022 16:00",2518,13162,3091,2787,10699,5813,2686,3673,7717,5722,16268,2115,11238,9984,17025,12172,4058,11548,2451,1007,922,5458,13424,12603,3426,12594,1478,4349,16176,16160,15465,14338,2908,10763,11997
"26/01/2022 17:00",2534,13458,3457,3546,10982,6656,2910,3587,7687,5565,14646,2083,11486,10256,13276,9713,4361,11843,2821,592,540,5583,14946,13874,3674,14303,1667,4683,17865,17705,16787,16068,2959,11704,12932
"26/01/2022 18:00",1905,9886,2638,2324,6692,4851,1887,1890,4374,3667,13108,1668,7027,7011,12947,13505,3251,8841,2055,384,232,4933,14890,13500,3149,12730,1577,4036,15058,14900,13983,12985,2806,8773,9535
"26/01/2022 19:00",1367,7001,1377,1539,4042,2879,1322,1012,2755,2858,10172,1154,4313,4465,10039,10221,1976,6342,1336,224,93,3023,8944,8321,2019,8026,977,2478,9657,9557,9591,8445,2514,5781,6317
"26/01/2022 20:00",933,5013,1017,1184,3425,2267,1040,860,2200,2764,6998,897,3479,3656,7367,7748,1653,5043,956,290,103,2357,6450,5795,1413,5588,739,1988,6942,7025,6703,6307,2118,4115,4575
"26/01/2022 21:00",809,3943,862,1041,2676,1764,789,703,1802,2285,5850,666,2715,2761,5883,5847,1065,3745,808,291,112,1717,5020,4650,939,4612,533,1375,5612,5696,5500,5235,1736,3146,3484
"26/01/2022 22:00",587,3157,533,821,2013,1070,566,489,1271,2006,5215,460,2108,1961,4597,4099,655,2948,497,78,88,1018,3611,3287,587,3155,346,849,3795,3889,3944,3648,1284,2177,2393
"26/01/2022 23:00",402,2392,377,607,1332,684,349,306,832,1250,4251,320,1361,1168,4331,3996,451,1969,324,51,59,752,3413,3146,357,2885,314,466,3184,3179,3129,2731,742,1574,1617
"27/01/2022 00:00",281,1003,220,414,946,416,254,294,677,876,1692,172,928,719,1591,1439,240,1014,159,18,29,299,1328,1246,173,1184,104,259,1439,1480,1562,1616,478,945,1039
"27/01/2022 01:00",164,748,178,391,713,259,206,182,530,587,1146,103,654,452,1052,962,116,624,97,17,10,196,835,808,110,754,33,115,882,866,897,1027,168,639,672
"27/01/2022 02:00",111,572,168,344,602,247,188,150,436,400,788,78,565,415,754,661,103,436,59,6,5,110,594,566,76,502,33,85,615,587,572,741,101,488,533
"27/01/2022 03:00",107,704,259,391,809,373,255,268,680,633,958,67,816,528,918,865,95,510,48,0,3,179,757,724,123,638,35,116,746,692,664,914,66,633,706
"27/01/2022 04:00",225,1350,537,896,1503,765,497,520,1248,1157,1767,107,1531,1002,1790,1496,167,761,109,4,12,411,1280,1254,344,1084,78,297,1364,1305,1279,1860,98,1303,1382
"27/01/2022 05:00",657,3737,1296,1983,3508,1981,1134,1435,3079,2154,4484,361,3749,2664,4803,4467,694,2189,301,36,49,1359,3859,3684,1147,3183,318,979,4044,3988,3711,5067,358,3509,3644
"27/01/2022 06:00",1171,8014,2144,2792,6646,3616,1917,2607,5529,3905,9740,768,6972,5737,10435,10174,1930,5248,739,124,193,3256,8839,8395,2296,7051,698,2079,8645,8331,7681,9235,690,6424,6447
"27/01/2022 07:00",1707,11155,2885,3009,9225,5141,2327,3019,6572,5059,13702,1428,9277,8679,15356,15207,3143,9183,1786,302,384,4995,13473,12524,2964,11051,1378,3636,13731,13690,12330,13106,1696,9338,9567
"27/01/2022 08:00",1727,11370,2554,2129,8088,4774,2190,2573,6067,4901,14489,1665,8245,8171,15600,15695,3680,10485,1997,687,766,4599,14147,13041,2447,12061,1512,3831,15077,14901,14175,13631,2224,9490,9916
"27/01/2022 09:00",1399,9168,1606,2139,5778,3312,1872,1917,4556,4101,11750,1350,5961,6026,12754,12605,2862,8094,1491,615,786,2356,11317,10531,1961,9699,1214,2991,12039,11970,11424,11049,2074,7717,8077
"27/01/2022 10:00",1406,8475,1324,1916,4920,2839,1709,1551,3906,3916,11159,1141,5117,5068,11841,11748,2530,7517,1414,580,531,3016,9987,9380,1811,8949,1036,2525,10836,10540,10068,9474,1903,6864,7295
"27/01/2022 11:00",1750,8536,1335,1848,4969,2953,1828,1415,3848,3861,11397,1323,5294,5187,11926,12041,2407,7551,1528,545,580,3140,10376,9654,2016,9373,1198,2787,10981,10837,10223,9908,2248,7056,7778
"27/01/2022 12:00",1863,8787,1383,2007,5119,3050,1703,1524,3918,4260,11959,1588,5589,5479,12260,12382,3014,7861,1744,640,632,3214,10312,9574,2053,9129,1222,2916,11057,10794,10440,9880,2547,7179,7979
"27/01/2022 13:00",1945,9061,1444,2301,5718,3145,1818,1787,4276,4736,12332,1510,6156,5912,13042,12767,2719,8378,1699,668,666,3395,10989,10210,2121,9686,1129,2862,11618,11174,10674,9971,2277,7437,8262
"27/01/2022 14:00",2173,10019,1926,2926,6917,3922,1996,2127,5065,5023,13309,1579,7460,7020,14276,14020,3213,8989,1929,713,698,3660,11918,10968,2392,10530,1307,3300,13045,12977,12312,11356,2451,8657,9510
"27/01/2022 15:00",2314,12223,2654,1493,9270,4993,2656,3107,7108,5724,15639,1837,9922,8826,16648,16633,3892,10787,2116,885,919,5168,14442,13330,3082,12407,1529,3905,15415,15061,14201,13645,2739,10331,11350
"27/01/2022 16:00",2549,13174,3171,2680,10568,5720,2649,3679,7673,5915,16545,2169,11394,10094,17636,18738,3841,11427,2415,1078,1014,5795,16701,15393,3506,14528,1726,4615,17906,17343,16255,15015,2845,11430,12486
"27/01/2022 17:00",2554,13612,3320,3328,10796,6165,2830,3560,7546,5843,16086,2058,11291,10403,17484,19191,4305,12110,2794,629,594,6068,17185,15773,3809,15256,1923,4867,18646,18267,17240,16512,3133,12188,13441
"27/01/2022 18:00",1925,9876,2270,2440,6760,4645,1930,2007,4648,3787,12910,1801,6937,7229,14249,15792,3360,9195,2055,398,224,4774,13577,12555,3155,11734,1499,3941,14475,14634,14055,12704,3010,9146,9899
"27/01/2022 19:00",1465,6700,1439,1590,4248,2854,1319,1062,2817,3139,9204,1242,4480,4670,9868,10205,2104,6230,1348,291,110,3128,8535,7887,1894,7629,1055,2760,9359,9385,9193,8637,2529,5832,6228
"27/01/2022 20:00",1031,5369,1030,1289,3522,2271,1108,969,2441,3256,7599,953,3626,3916,7956,8255,1586,5261,1046,326,111,2378,6878,6121,1364,6011,776,2085,7565,7610,7270,6656,2172,4407,4782
"27/01/2022 21:00",881,4286,762,1088,2739,1853,921,728,1994,2594,6406,710,2921,2910,6447,6405,1174,4189,801,277,107,1752,5560,5121,1050,5007,571,1537,6113,6424,6234,5562,1965,3455,3856
"27/01/2022 22:00",605,2760,577,869,2261,1208,595,524,1354,2186,4250,474,2277,2205,4396,4357,711,2989,510,82,140,1109,3946,3635,626,3584,350,1013,4262,4327,4389,4023,1336,2445,2569
"27/01/2022 23:00",388,1586,366,590,1344,681,401,311,870,1363,2585,308,1404,1189,2456,2501,416,1778,258,40,85,584,2221,2074,294,2064,176,433,2422,2492,2498,2485,844,1424,1551
"28/01/2022 00:00",208,1034,219,416,941,377,244,266,622,915,1640,172,982,737,1602,1509,250,1020,180,30,33,319,1352,1297,160,1222,110,269,1458,1492,1538,1591,446,925,963
"28/01/2022 01:00",144,757,171,399,767,298,218,197,574,576,1219,115,679,538,1072,1000,148,691,115,15,10,179,900,836,92,786,54,126,913,897,939,1032,232,645,672
"28/01/2022 02:00",104,610,177,336,679,278,186,159,438,431,921,76,646,467,860,770,96,423,60,9,6,133,651,637,84,579,22,78,739,683,694,756,109,491,562
"28/01/2022 03:00",132,743,241,415,812,338,268,262,713,585,1041,85,834,528,965,853,76,508,60,4,4,176,779,757,131,660,38,100,774,694,645,844,96,582,652
"28/01/2022 04:00",228,1231,466,776,1252,688,443,458,1097,1091,1678,118,1343,869,1586,1469,162,799,121,12,11,329,1285,1262,292,1061,86,278,1305,1249,1226,1659,107,1196,1331
"28/01/2022 05:00",580,3198,1108,1759,3038,1684,917,1225,2593,1942,4108,326,3226,2385,4232,3909,652,1993,289,45,69,1159,3444,3285,965,2869,266,842,3661,3602,3391,4445,338,3077,3202
"28/01/2022 06:00",1096,7343,1986,2616,6053,3220,1808,2337,5020,3631,8976,676,6434,5147,9769,9429,1804,4780,623,143,206,2889,8104,7737,2124,6692,582,1938,8129,7883,7259,8587,648,5836,5843
"28/01/2022 07:00",1536,10295,2618,2874,8170,4613,2196,2771,6075,4847,12847,1248,8350,7594,14031,14057,2906,8397,1452,453,543,4538,12487,11598,2680,10302,1246,3381,12565,12574,11530,12347,1565,8849,9133
"28/01/2022 08:00",1571,10491,2299,1940,7200,4394,2086,2338,5528,4645,13188,1427,7490,7251,14356,14766,3522,10068,1734,998,1015,4692,13267,12220,2336,11358,1430,3506,14099,13990,13045,12805,2188,9021,9446
"28/01/2022 09:00",1506,9200,1682,2132,5473,3292,1878,1747,4339,4153,12080,1203,5758,5786,12815,12963,2721,8038,1508,846,906,3589,11165,10546,1999,9835,1201,2886,12148,11886,11389,10838,1909,7604,8080
"28/01/2022 10:00",1608,8758,1464,1895,5042,2960,1722,1501,3893,4184,11780,1171,5453,5421,12394,12458,2473,7669,1433,755,823,3318,10700,10046,1865,9369,1070,2639,11173,11018,10593,10052,1988,7393,8000
"28/01/2022 11:00",1888,9495,1528,2051,5178,3126,1874,1530,4007,4131,12217,1344,5544,5554,12811,13072,2580,7967,1581,804,811,3389,11254,10521,2248,9940,1291,2906,11866,11730,10994,10361,2286,7624,8414
"28/01/2022 12:00",2027,9853,1675,2305,5713,3436,1929,1646,4444,4345,12977,1594,6100,6044,13726,13962,2999,8406,1750,958,903,3732,11918,11004,2255,10544,1344,3185,12683,12296,11838,10988,2774,8127,9121
"28/01/2022 13:00",2216,10626,1855,2605,6271,3794,2114,1995,5061,5112,13937,1621,6931,6452,14611,14977,2941,9078,1815,1056,893,4016,12985,11989,2354,11339,1316,3293,13452,13099,12380,11903,2890,8889,9915
"28/01/2022 14:00",2399,11704,2078,2979,7278,4169,2295,2384,5709,5209,15296,1672,7918,7498,16229,16278,2960,8639,1926,1016,931,4474,14188,13090,2621,12370,1386,3533,14869,14539,13720,13077,2749,9885,11012
"28/01/2022 15:00",2567,13645,2637,1647,9263,4953,2725,3187,7172,5508,16977,1860,10072,8961,17898,18302,3735,10239,2183,1263,1156,5174,16306,15025,3245,14150,1547,4199,17079,16638,15599,14523,2843,11139,12448
"28/01/2022 16:00",2760,13960,3032,1788,10065,5644,2768,3257,7217,5674,16610,1991,10716,9971,17955,20008,3774,11108,2358,1448,1262,5746,17853,16378,3583,14857,1824,4608,18281,17689,16651,15756,3052,11924,13205
"28/01/2022 17:00",2593,13955,3042,3309,9711,5787,2616,3058,6716,5129,16201,2070,10188,9904,17764,19894,3875,11553,2546,1083,1160,5892,17876,16427,3857,15036,2027,4853,16227,17154,16203,16297,3142,11967,13414
"28/01/2022 18:00",2023,11387,2292,2437,6728,4620,2032,1898,4607,3748,14461,1594,7180,7124,15447,16831,3105,9374,1955,539,288,4811,14612,13464,3102,11690,1749,4211,15524,15970,14967,13877,3109,9768,10720
"28/01/2022 19:00",1615,7863,1488,1740,4461,3066,1472,1105,2978,2927,10403,1256,4737,5015,10791,11661,1995,6520,1335,334,153,3137,9648,8902,2067,8548,1154,2939,10105,10296,10112,9682,2828,6669,7494
"28/01/2022 20:00",1221,6042,1072,1360,3680,2433,1151,864,2377,2945,8433,993,3898,3897,8749,9116,1495,5224,1036,475,125,2455,7771,7110,1621,6871,779,2345,8198,8263,7851,7467,2330,4985,5593
"28/01/2022 21:00",978,5431,953,1204,3198,2117,1010,699,2072,2559,7761,797,3381,3278,7844,8150,1299,4507,745,426,105,2091,7040,6419,1323,6135,684,1882,7284,7344,6939,6329,2102,4066,4582
"28/01/2022 22:00",811,3804,748,1049,2687,1566,766,559,1711,2166,5895,666,2758,2675,6025,5886,920,3533,625,179,119,1501,5178,4773,1001,4576,468,1312,5460,5619,5472,4868,1604,2962,3269
"28/01/2022 23:00",635,2558,512,705,1678,1005,480,367,1038,1331,4366,411,1704,1618,4067,3916,588,2329,429,90,69,974,3395,3158,651,3088,317,808,3687,3742,3697,3428,1106,2083,2206
"29/01/2022 00:00",445,1694,388,488,1196,659,367,294,796,1022,2846,277,1234,1156,2677,2599,362,1464,281,33,50,624,2282,2134,393,2051,185,526,2497,2587,2607,2314,800,1354,1359
"29/01/2022 01:00",303,1076,236,391,911,446,233,184,547,659,1957,192,922,725,1722,1692,245,1050,185,22,24,415,1420,1346,171,1239,83,263,1487,1511,1502,1334,461,771,820
"29/01/2022 02:00",196,727,185,277,644,284,180,128,422,506,1322,133,661,528,1129,1081,173,677,108,14,16,238,956,917,114,831,55,132,924,917,913,863,216,531,544
"29/01/2022 03:00",175,713,204,322,706,308,260,179,566,575,1006,136,686,512,932,839,102,534,67,12,6,161,713,674,111,606,40,107,721,705,706,799,147,548,574
"29/01/2022 04:00",230,798,254,398,836,371,303,235,632,755,1070,132,803,599,1020,957,116,577,96,12,13,202,834,805,166,683,42,155,822,786,763,958,89,722,767
"29/01/2022 05:00",333,1454,411,748,1292,737,457,407,1066,1005,1838,188,1377,1042,1838,1792,309,1113,155,38,56,521,1626,1550,391,1400,151,398,1747,1787,1708,2034,232,1378,1540
"29/01/2022 06:00",461,2687,623,982,2052,1167,698,597,1544,1619,3286,268,2098,1840,3565,3532,893,2154,288,250,277,955,3045,2860,743,2563,254,741,3097,2990,2825,3057,335,2057,2202
"29/01/2022 07:00",579,4392,798,1011,2701,1526,1033,827,2295,2131,5056,409,2774,2718,5508,6002,1158,3599,494,1225,815,1510,5255,4987,1008,4416,473,1213,5254,5189,4847,4976,684,3395,3638
"29/01/2022 08:00",839,5543,982,1191,3153,2140,1253,833,2379,2318,6782,654,3224,3424,7435,7931,1195,4544,777,1216,1270,2302,6819,6522,1394,5976,683,1794,7190,7116,6723,6660,1258,4354,4771
"29/01/2022 09:00",1192,7445,1302,1376,3741,2561,1517,1029,2895,2771,8917,970,3865,4155,9553,10176,1357,5851,1105,684,1131,2793,8705,8253,1812,7555,938,2508,9180,9230,8640,8504,1692,5854,6445
"29/01/2022 10:00",1476,8829,1444,1648,4417,3073,1735,1107,3194,3287,10649,1252,4633,4825,11527,12249,1697,6974,1376,703,844,3424,10582,9897,2239,9122,1188,3104,11053,10936,10387,10062,2120,7091,7676
"29/01/2022 11:00",1812,9805,1619,1851,4780,3412,1788,1226,3444,3293,12485,1460,5052,5514,12841,13861,2070,7899,1582,855,745,3830,11975,11180,2600,10382,1215,3407,12323,12497,11718,11258,2636,8046,8936
"29/01/2022 12:00",2103,10524,1723,2043,5330,3846,1879,1395,3795,3581,13256,1694,5659,6069,14152,15809,2302,8421,1713,1019,852,4205,13294,12270,2921,11150,1379,3762,13194,12941,12120,11564,2929,8215,9225
"29/01/2022 13:00",2296,11417,1890,2190,5736,3967,2071,1482,4003,3971,13901,1671,6137,6473,14859,16024,2981,8814,1794,1189,931,4311,13767,12627,2900,11567,1445,4067,13704,13737,12913,11771,2973,8447,9693
"29/01/2022 14:00",2301,11184,1751,2251,5616,4027,2066,1527,4119,3762,13981,1597,6037,6443,14737,15909,2521,8539,1857,1242,1174,4406,13817,12679,2844,11675,1412,3897,13936,13678,12824,11759,2991,8626,9824
"29/01/2022 15:00",2202,11385,1804,2187,5831,3985,1867,1489,3849,3495,14060,1645,6177,6580,15231,16668,2404,8717,1746,1327,1379,4526,14348,13261,2961,12195,1504,3903,14318,14072,13021,11914,2879,8737,9848
"29/01/2022 16:00",2151,12216,1946,2063,5714,4046,1977,1503,3929,3528,14417,1615,6102,6356,15304,16509,3091,9026,1787,1351,1338,4448,14435,13152,2923,12311,1536,3911,14579,14362,13330,12283,3045,8974,10247
"29/01/2022 17:00",2019,11198,1890,2013,5605,3838,1754,1418,3738,3214,13845,1557,5924,6366,15087,16476,2307,8561,1829,1200,1216,4545,14263,13066,2894,12288,1484,3910,14488,14510,13608,12226,3127,8659,9732
"29/01/2022 18:00",1885,9840,1752,1824,5025,3611,1640,1146,3220,2966,12813,1300,5282,5822,13391,14512,2296,7559,1575,893,514,4078,12703,11752,2574,11028,1440,3525,12948,13084,12281,11855,2992,8087,8970
"29/01/2022 19:00",1521,7979,1296,1532,3910,2896,1381,937,2614,2859,10654,981,4199,4450,10925,11532,1723,6096,1189,370,175,3041,9681,8984,1803,8487,1037,2674,10084,10173,9683,9421,2719,6209,6994
"29/01/2022 20:00",1203,6423,1048,1285,3472,2238,1100,789,2134,2692,8767,876,3545,3844,9128,9535,1163,4733,898,292,123,2414,8175,7507,1460,7175,859,2111,8188,8223,7743,7424,2145,5017,5623
"29/01/2022 21:00",1047,5351,971,986,2995,1948,947,641,1838,1986,7457,781,3008,3115,7639,7809,966,3878,745,382,123,2075,6806,6278,1187,5904,686,1891,7121,7362,6882,6523,2137,4137,4701
"29/01/2022 22:00",886,4143,729,871,2385,1439,735,542,1481,1689,6288,633,2425,2486,6295,6262,796,3199,620,126,109,1581,5524,5172,887,4864,534,1288,5687,5859,5680,4904,1675,2936,3207
"29/01/2022 23:00",630,2650,495,656,1620,1090,467,313,932,1204,4233,388,1657,1605,4066,4045,511,2196,421,57,95,1113,3612,3366,556,3249,306,852,3845,3963,3851,3505,1125,2013,2175
"30/01/2022 00:00",407,1830,345,504,1107,732,352,222,702,914,3007,291,1183,1055,2730,2601,393,1476,290,22,39,680,2340,2185,327,2120,184,513,2527,2690,2631,2363,811,1254,1332
"30/01/2022 01:00",343,1354,321,416,975,485,323,182,587,813,2470,233,1016,801,2100,1926,231,1178,219,17,26,433,1606,1507,191,1429,115,315,1670,1749,1688,1520,418,858,886
"30/01/2022 02:00",250,842,202,273,660,325,181,103,368,454,1602,182,658,504,1305,1155,169,778,139,7,15,236,1036,984,95,936,66,165,1071,1062,1087,858,243,494,521
"30/01/2022 03:00",118,577,148,271,557,273,195,100,387,513,958,108,523,435,921,845,96,529,86,4,13,178,747,707,88,620,32,87,683,706,690,710,132,449,482
"30/01/2022 04:00",127,629,177,276,600,230,236,158,457,801,901,98,588,441,808,738,86,621,76,9,10,138,625,614,101,521,40,88,606,594,602,725,93,496,549
"30/01/2022 05:00",191,1010,275,423,875,439,333,269,713,1046,1306,105,877,742,1240,1174,235,911,98,46,48,322,1024,978,175,866,75,158,1003,1017,928,1159,116,780,850
"30/01/2022 06:00",234,1544,354,564,1189,567,421,317,911,1738,1954,157,1233,1073,1874,1791,819,1692,182,216,258,447,1500,1429,237,1199,133,244,1391,1367,1325,1470,168,1010,1138
"30/01/2022 07:00",279,2001,375,606,1401,658,455,409,977,1915,2501,262,1425,1318,2521,2560,911,2357,292,1108,687,583,2106,1975,342,1739,193,317,1934,2008,1929,1894,243,1221,1426
"30/01/2022 08:00",443,2946,481,666,1627,1003,647,451,1261,2200,3582,361,1676,1722,3461,3734,798,3190,460,1161,1235,918,3070,2978,544,2630,292,644,2994,3103,2918,3130,448,2014,2306
"30/01/2022 09:00",761,3832,723,942,2439,1454,831,636,1688,2594,4907,524,2591,2527,4865,5089,931,4117,675,614,1006,1269,4202,4013,804,3602,355,929,4196,4201,3975,4248,654,2892,3262
"30/01/2022 10:00",1108,5235,890,1256,3003,1959,1040,762,2013,2902,6676,882,3252,3269,6753,7113,1262,5268,902,682,865,1848,5710,5434,1206,4833,521,1446,5563,5589,5339,5220,1037,3764,4268
"30/01/2022 11:00",1523,6333,1006,1265,3240,2263,1242,854,2261,2827,7861,1000,3567,3634,7949,8369,1501,5938,1166,867,807,2230,6892,6499,1526,6010,625,1817,6986,7051,6684,6749,1417,4817,5370
"30/01/2022 12:00",1708,7210,1241,1444,3985,2683,1344,986,2689,3416,9417,1145,4382,4400,9235,9825,1738,6672,1301,1051,981,2687,8072,7506,1707,6878,664,1940,7823,7875,7321,7372,1581,5263,5883
"30/01/2022 13:00",1917,7664,1267,1665,4203,2930,1512,1134,2999,3729,9778,1194,4740,4648,9954,10422,1841,6644,1305,1121,1051,2725,8897,8258,1919,7527,780,2092,8613,8655,8058,8271,1645,6001,6579
"30/01/2022 14:00",1911,8103,1377,1669,4254,2945,1497,1128,3043,3531,10147,1250,4699,4838,10308,10862,1785,6805,1262,1185,1166,2768,9595,8860,1803,8147,848,2132,9449,9514,8621,8731,1813,6367,7076
"30/01/2022 15:00",1837,8722,1480,1688,4573,2949,1569,1194,3183,3815,10675,1197,4879,5100,11115,11956,1821,7161,1281,1137,1378,3025,10639,9918,1964,8975,925,2465,10484,10554,9686,9543,1708,6899,7512
"30/01/2022 16:00",1669,9118,1493,1672,4726,3151,1602,1316,3337,3763,10909,1269,4998,5171,11425,12507,1846,7101,1322,1082,1326,3417,11230,10342,2178,9409,1089,2786,11372,11667,10557,10423,1882,7560,8173
"30/01/2022 17:00",1591,7914,1475,1502,4100,2903,1423,1066,2811,2914,9715,1172,4381,4734,10358,10894,1843,6505,1215,1050,952,3079,9902,9172,1788,8498,976,2451,9965,10233,9606,9726,1635,6925,7445
"30/01/2022 18:00",1379,7101,1370,1444,3686,2481,1217,923,2407,2515,8863,1072,3863,4057,8987,9540,1834,5348,1085,328,306,2581,8423,7922,1491,7329,789,1998,8446,8596,7977,8434,1403,5904,6207
"30/01/2022 19:00",1049,6581,1167,1191,3203,2093,1196,848,2346,2548,7891,905,3335,3418,8296,8780,1362,4504,851,102,114,2338,7893,7417,1234,6797,845,1944,8241,8564,7806,8114,1301,5419,5789
"30/01/2022 20:00",838,6290,1047,1058,3146,1689,1102,891,2236,2871,7942,723,3247,3340,8411,8876,1385,4386,805,107,110,2320,8197,7643,1252,6985,860,1904,8417,8776,8321,7716,1386,5012,5149
"30/01/2022 21:00",679,3939,723,889,2362,1338,795,564,1577,2266,5432,561,2431,2364,5493,5807,807,2996,487,56,106,1383,5379,5066,690,4831,485,1185,5790,6135,5915,5618,1147,3390,3416
"30/01/2022 22:00",463,2517,455,661,1613,908,577,391,1113,1781,3552,375,1637,1566,3486,3560,471,2014,371,52,89,833,3338,3154,443,3097,266,655,3657,3824,3734,3462,813,1953,2042
"30/01/2022 23:00",272,1403,273,430,1032,535,346,260,741,998,2105,229,1033,898,1976,1958,304,1146,204,47,57,458,1834,1751,237,1684,136,341,2031,2131,2142,2030,613,1157,1236
"31/01/2022 00:00",152,874,153,305,686,349,225,164,494,724,1321,140,668,552,1296,1259,165,703,111,10,32,271,1147,1082,92,1033,71,161,1177,1231,1231,1223,343,713,734
"31/01/2022 01:00",98,585,101,240,517,199,184,143,403,434,821,78,463,387,836,794,97,506,67,7,14,136,706,686,69,632,34,102,731,735,733,738,167,478,521
"31/01/2022 02:00",116,450,128,202,447,186,139,120,360,289,675,55,417,287,583,579,61,353,51,2,7,103,515,504,62,484,31,69,575,529,530,569,73,404,432
"31/01/2022 03:00",105,652,220,363,691,317,240,218,603,583,858,72,659,424,846,785,58,446,48,3,5,170,699,682,105,582,33,86,675,610,582,768,69,542,600
"31/01/2022 04:00",220,1422,526,895,1418,784,513,539,1274,1211,1719,130,1490,1011,1653,1543,160,855,122,12,13,455,1292,1291,386,1109,83,277,1379,1306,1279,1828,110,1283,1420
"31/01/2022 05:00",616,3899,1301,1991,3482,2037,1156,1403,3086,2226,4653,347,3712,2755,4843,4651,711,2227,323,41,57,1467,3977,3748,1199,3188,312,961,4023,3962,3814,5042,414,3489,3705
"31/01/2022 06:00",1180,8262,2239,2822,6672,3633,2062,2700,5736,4021,9881,694,7036,5857,10672,10432,1948,5277,765,131,147,3230,9111,8707,2370,7262,681,2184,8989,8729,8035,9599,705,6615,6702
"31/01/2022 07:00",1669,11438,2967,2289,9329,5223,2402,3127,6776,5250,13678,1434,9415,8731,15375,15286,3073,9296,1878,342,388,5064,13393,12558,2957,10873,1374,3597,13512,13475,12212,13189,1754,9215,9529
"31/01/2022 08:00",1826,11383,2470,2051,8078,4774,2341,2545,6099,5186,13743,1605,8235,8006,15567,15973,3713,10825,2177,605,705,5063,14177,13071,2459,11995,1487,3765,15023,15139,14328,13459,2262,9613,10028
"31/01/2022 09:00",1551,9077,1724,2180,5745,3230,1860,1902,4492,4444,11922,1345,6121,6066,12751,12937,2979,8106,1497,607,730,3484,11128,10385,1959,9699,1207,2931,11921,11710,11428,10709,1864,7557,7907
